date,termo,interesse,grupo,ano
2022-03-20,Databricks,4,ferramentas,2022
2022-03-27,Databricks,3,ferramentas,2022
2022-04-03,Databricks,4,ferramentas,2022
2022-04-10,Databricks,3,ferramentas,2022
2022-04-17,Databricks,3,ferramentas,2022
2022-04-24,Databricks,4,ferramentas,2022
2022-05-01,Databricks,4,ferramentas,2022
2022-05-08,Databricks,4,ferramentas,2022
2022-05-15,Databricks,4,ferramentas,2022
2022-05-22,Databricks,4,ferramentas,2022
2022-05-29,Databricks,4,ferramentas,2022
2022-06-05,Databricks,4,ferramentas,2022
2022-06-12,Databricks,3,ferramentas,2022
2022-06-19,Databricks,5,ferramentas,2022
2022-06-26,Databricks,5,ferramentas,2022
2022-07-03,Databricks,4,ferramentas,2022
2022-07-10,Databricks,4,ferramentas,2022
2022-07-17,Databricks,4,ferramentas,2022
2022-07-24,Databricks,5,ferramentas,2022
2022-07-31,Databricks,4,ferramentas,2022
2022-08-07,Databricks,4,ferramentas,2022
2022-08-14,Databricks,4,ferramentas,2022
2022-08-21,Databricks,4,ferramentas,2022
2022-08-28,Databricks,4,ferramentas,2022
2022-09-04,Databricks,3,ferramentas,2022
2022-09-11,Databricks,4,ferramentas,2022
2022-09-18,Databricks,5,ferramentas,2022
2022-09-25,Databricks,4,ferramentas,2022
2022-10-02,Databricks,4,ferramentas,2022
2022-10-09,Databricks,4,ferramentas,2022
2022-10-16,Databricks,5,ferramentas,2022
2022-10-23,Databricks,5,ferramentas,2022
2022-10-30,Databricks,4,ferramentas,2022
2022-11-06,Databricks,5,ferramentas,2022
2022-11-13,Databricks,4,ferramentas,2022
2022-11-20,Databricks,4,ferramentas,2022
2022-11-27,Databricks,4,ferramentas,2022
2022-12-04,Databricks,3,ferramentas,2022
2022-12-11,Databricks,5,ferramentas,2022
2022-12-18,Databricks,5,ferramentas,2022
2022-12-25,Databricks,4,ferramentas,2022
2023-01-01,Databricks,4,ferramentas,2023
2023-01-08,Databricks,5,ferramentas,2023
2023-01-15,Databricks,5,ferramentas,2023
2023-01-22,Databricks,5,ferramentas,2023
2023-01-29,Databricks,6,ferramentas,2023
2023-02-05,Databricks,5,ferramentas,2023
2023-02-12,Databricks,5,ferramentas,2023
2023-02-19,Databricks,4,ferramentas,2023
2023-02-26,Databricks,5,ferramentas,2023
2023-03-05,Databricks,5,ferramentas,2023
2023-03-12,Databricks,5,ferramentas,2023
2023-03-19,Databricks,6,ferramentas,2023
2023-03-26,Databricks,5,ferramentas,2023
2023-04-02,Databricks,4,ferramentas,2023
2023-04-09,Databricks,5,ferramentas,2023
2023-04-16,Databricks,5,ferramentas,2023
2023-04-23,Databricks,5,ferramentas,2023
2023-04-30,Databricks,4,ferramentas,2023
2023-05-07,Databricks,5,ferramentas,2023
2023-05-14,Databricks,4,ferramentas,2023
2023-05-21,Databricks,5,ferramentas,2023
2023-05-28,Databricks,5,ferramentas,2023
2023-06-04,Databricks,4,ferramentas,2023
2023-06-11,Databricks,5,ferramentas,2023
2023-06-18,Databricks,5,ferramentas,2023
2023-06-25,Databricks,6,ferramentas,2023
2023-07-02,Databricks,5,ferramentas,2023
2023-07-09,Databricks,5,ferramentas,2023
2023-07-16,Databricks,5,ferramentas,2023
2023-07-23,Databricks,6,ferramentas,2023
2023-07-30,Databricks,6,ferramentas,2023
2023-08-06,Databricks,5,ferramentas,2023
2023-08-13,Databricks,5,ferramentas,2023
2023-08-20,Databricks,5,ferramentas,2023
2023-08-27,Databricks,6,ferramentas,2023
2023-09-03,Databricks,5,ferramentas,2023
2023-09-10,Databricks,6,ferramentas,2023
2023-09-17,Databricks,5,ferramentas,2023
2023-09-24,Databricks,6,ferramentas,2023
2023-10-01,Databricks,5,ferramentas,2023
2023-10-08,Databricks,5,ferramentas,2023
2023-10-15,Databricks,6,ferramentas,2023
2023-10-22,Databricks,5,ferramentas,2023
2023-10-29,Databricks,4,ferramentas,2023
2023-11-05,Databricks,5,ferramentas,2023
2023-11-12,Databricks,5,ferramentas,2023
2023-11-19,Databricks,6,ferramentas,2023
2023-11-26,Databricks,5,ferramentas,2023
2023-12-03,Databricks,5,ferramentas,2023
2023-12-10,Databricks,5,ferramentas,2023
2023-12-17,Databricks,5,ferramentas,2023
2023-12-24,Databricks,3,ferramentas,2023
2023-12-31,Databricks,4,ferramentas,2023
2024-01-07,Databricks,6,ferramentas,2024
2024-01-14,Databricks,6,ferramentas,2024
2024-01-21,Databricks,6,ferramentas,2024
2024-01-28,Databricks,8,ferramentas,2024
2024-02-04,Databricks,7,ferramentas,2024
2024-02-11,Databricks,4,ferramentas,2024
2024-02-18,Databricks,7,ferramentas,2024
2024-02-25,Databricks,6,ferramentas,2024
2024-03-03,Databricks,7,ferramentas,2024
2024-03-10,Databricks,7,ferramentas,2024
2024-03-17,Databricks,7,ferramentas,2024
2024-03-24,Databricks,6,ferramentas,2024
2024-03-31,Databricks,8,ferramentas,2024
2024-04-07,Databricks,6,ferramentas,2024
2024-04-14,Databricks,8,ferramentas,2024
2024-04-21,Databricks,7,ferramentas,2024
2024-04-28,Databricks,5,ferramentas,2024
2024-05-05,Databricks,7,ferramentas,2024
2024-05-12,Databricks,7,ferramentas,2024
2024-05-19,Databricks,8,ferramentas,2024
2024-05-26,Databricks,5,ferramentas,2024
2024-06-02,Databricks,8,ferramentas,2024
2024-06-09,Databricks,9,ferramentas,2024
2024-06-16,Databricks,8,ferramentas,2024
2024-06-23,Databricks,7,ferramentas,2024
2024-06-30,Databricks,7,ferramentas,2024
2024-07-07,Databricks,7,ferramentas,2024
2024-07-14,Databricks,7,ferramentas,2024
2024-07-21,Databricks,8,ferramentas,2024
2024-07-28,Databricks,7,ferramentas,2024
2024-08-04,Databricks,8,ferramentas,2024
2024-08-11,Databricks,8,ferramentas,2024
2024-08-18,Databricks,7,ferramentas,2024
2024-08-25,Databricks,7,ferramentas,2024
2024-09-01,Databricks,8,ferramentas,2024
2024-09-08,Databricks,7,ferramentas,2024
2024-09-15,Databricks,8,ferramentas,2024
2024-09-22,Databricks,7,ferramentas,2024
2024-09-29,Databricks,7,ferramentas,2024
2024-10-06,Databricks,7,ferramentas,2024
2024-10-13,Databricks,7,ferramentas,2024
2024-10-20,Databricks,8,ferramentas,2024
2024-10-27,Databricks,7,ferramentas,2024
2024-11-03,Databricks,7,ferramentas,2024
2024-11-10,Databricks,6,ferramentas,2024
2024-11-17,Databricks,7,ferramentas,2024
2024-11-24,Databricks,6,ferramentas,2024
2024-12-01,Databricks,7,ferramentas,2024
2024-12-08,Databricks,7,ferramentas,2024
2024-12-15,Databricks,8,ferramentas,2024
2024-12-22,Databricks,4,ferramentas,2024
2024-12-29,Databricks,4,ferramentas,2024
2020-12-27,cientista de dados,1,carreiras,2020
2021-01-03,cientista de dados,1,carreiras,2021
2021-01-10,cientista de dados,1,carreiras,2021
2021-01-17,cientista de dados,1,carreiras,2021
2021-01-24,cientista de dados,1,carreiras,2021
2021-01-31,cientista de dados,1,carreiras,2021
2021-02-07,cientista de dados,1,carreiras,2021
2021-02-14,cientista de dados,1,carreiras,2021
2021-02-21,cientista de dados,1,carreiras,2021
2021-02-28,cientista de dados,1,carreiras,2021
2021-03-07,cientista de dados,1,carreiras,2021
2021-03-14,cientista de dados,1,carreiras,2021
2021-03-21,cientista de dados,1,carreiras,2021
2021-03-28,cientista de dados,1,carreiras,2021
2021-04-04,cientista de dados,1,carreiras,2021
2021-04-11,cientista de dados,1,carreiras,2021
2021-04-18,cientista de dados,2,carreiras,2021
2021-04-25,cientista de dados,2,carreiras,2021
2021-05-02,cientista de dados,2,carreiras,2021
2021-05-09,cientista de dados,2,carreiras,2021
2021-05-16,cientista de dados,2,carreiras,2021
2021-05-23,cientista de dados,1,carreiras,2021
2021-05-30,cientista de dados,1,carreiras,2021
2021-06-06,cientista de dados,2,carreiras,2021
2021-06-13,cientista de dados,3,carreiras,2021
2021-06-20,cientista de dados,1,carreiras,2021
2021-06-27,cientista de dados,1,carreiras,2021
2021-07-04,cientista de dados,1,carreiras,2021
2021-07-11,cientista de dados,1,carreiras,2021
2021-07-18,cientista de dados,1,carreiras,2021
2021-07-25,cientista de dados,1,carreiras,2021
2021-08-01,cientista de dados,1,carreiras,2021
2021-08-08,cientista de dados,1,carreiras,2021
2021-08-15,cientista de dados,1,carreiras,2021
2021-08-22,cientista de dados,1,carreiras,2021
2021-08-29,cientista de dados,1,carreiras,2021
2021-09-05,cientista de dados,2,carreiras,2021
2021-09-12,cientista de dados,2,carreiras,2021
2021-09-19,cientista de dados,1,carreiras,2021
2021-09-26,cientista de dados,1,carreiras,2021
2021-10-03,cientista de dados,1,carreiras,2021
2021-10-10,cientista de dados,1,carreiras,2021
2021-10-17,cientista de dados,1,carreiras,2021
2021-10-24,cientista de dados,1,carreiras,2021
2021-10-31,cientista de dados,1,carreiras,2021
2021-11-07,cientista de dados,1,carreiras,2021
2021-11-14,cientista de dados,1,carreiras,2021
2021-11-21,cientista de dados,1,carreiras,2021
2021-11-28,cientista de dados,1,carreiras,2021
2021-12-05,cientista de dados,1,carreiras,2021
2021-12-12,cientista de dados,1,carreiras,2021
2021-12-19,cientista de dados,1,carreiras,2021
2021-12-26,cientista de dados,1,carreiras,2021
2022-01-02,cientista de dados,2,carreiras,2022
2022-01-09,cientista de dados,2,carreiras,2022
2022-01-16,cientista de dados,1,carreiras,2022
2022-01-23,cientista de dados,2,carreiras,2022
2022-01-30,cientista de dados,2,carreiras,2022
2022-02-06,cientista de dados,2,carreiras,2022
2022-02-13,cientista de dados,2,carreiras,2022
2022-02-20,cientista de dados,2,carreiras,2022
2022-02-27,cientista de dados,2,carreiras,2022
2022-03-06,cientista de dados,2,carreiras,2022
2022-03-13,cientista de dados,2,carreiras,2022
2022-03-20,cientista de dados,2,carreiras,2022
2022-03-27,cientista de dados,2,carreiras,2022
2022-04-03,cientista de dados,2,carreiras,2022
2022-04-10,cientista de dados,2,carreiras,2022
2022-04-17,cientista de dados,2,carreiras,2022
2022-04-24,cientista de dados,2,carreiras,2022
2022-05-01,cientista de dados,2,carreiras,2022
2022-05-08,cientista de dados,2,carreiras,2022
2022-05-15,cientista de dados,2,carreiras,2022
2022-05-22,cientista de dados,2,carreiras,2022
2022-05-29,cientista de dados,2,carreiras,2022
2022-06-05,cientista de dados,2,carreiras,2022
2022-06-12,cientista de dados,2,carreiras,2022
2022-06-19,cientista de dados,2,carreiras,2022
2022-06-26,cientista de dados,2,carreiras,2022
2022-07-03,cientista de dados,1,carreiras,2022
2022-07-10,cientista de dados,1,carreiras,2022
2022-07-17,cientista de dados,2,carreiras,2022
2022-07-24,cientista de dados,2,carreiras,2022
2022-07-31,cientista de dados,2,carreiras,2022
2022-08-07,cientista de dados,2,carreiras,2022
2022-08-14,cientista de dados,2,carreiras,2022
2022-08-21,cientista de dados,2,carreiras,2022
2022-08-28,cientista de dados,2,carreiras,2022
2022-09-04,cientista de dados,2,carreiras,2022
2022-09-11,cientista de dados,2,carreiras,2022
2022-09-18,cientista de dados,2,carreiras,2022
2022-09-25,cientista de dados,2,carreiras,2022
2022-10-02,cientista de dados,1,carreiras,2022
2022-10-09,cientista de dados,1,carreiras,2022
2022-10-16,cientista de dados,2,carreiras,2022
2022-10-23,cientista de dados,2,carreiras,2022
2022-10-30,cientista de dados,1,carreiras,2022
2022-11-06,cientista de dados,2,carreiras,2022
2022-11-13,cientista de dados,2,carreiras,2022
2022-11-20,cientista de dados,1,carreiras,2022
2022-11-27,cientista de dados,1,carreiras,2022
2022-12-04,cientista de dados,1,carreiras,2022
2022-12-11,cientista de dados,2,carreiras,2022
2022-12-18,cientista de dados,2,carreiras,2022
2022-12-25,cientista de dados,1,carreiras,2022
2023-01-01,cientista de dados,2,carreiras,2023
2023-01-08,cientista de dados,2,carreiras,2023
2023-01-15,cientista de dados,1,carreiras,2023
2023-01-22,cientista de dados,2,carreiras,2023
2023-01-29,cientista de dados,2,carreiras,2023
2023-02-05,cientista de dados,2,carreiras,2023
2023-02-12,cientista de dados,2,carreiras,2023
2023-02-19,cientista de dados,1,carreiras,2023
2023-02-26,cientista de dados,2,carreiras,2023
2023-03-05,cientista de dados,2,carreiras,2023
2023-03-12,cientista de dados,2,carreiras,2023
2023-03-19,cientista de dados,2,carreiras,2023
2023-03-26,cientista de dados,2,carreiras,2023
2023-04-02,cientista de dados,2,carreiras,2023
2023-04-09,cientista de dados,2,carreiras,2023
2023-04-16,cientista de dados,2,carreiras,2023
2023-04-23,cientista de dados,2,carreiras,2023
2023-04-30,cientista de dados,1,carreiras,2023
2023-05-07,cientista de dados,2,carreiras,2023
2023-05-14,cientista de dados,2,carreiras,2023
2023-05-21,cientista de dados,2,carreiras,2023
2023-05-28,cientista de dados,2,carreiras,2023
2023-06-04,cientista de dados,2,carreiras,2023
2023-06-11,cientista de dados,2,carreiras,2023
2023-06-18,cientista de dados,2,carreiras,2023
2023-06-25,cientista de dados,2,carreiras,2023
2023-07-02,cientista de dados,1,carreiras,2023
2023-07-09,cientista de dados,2,carreiras,2023
2023-07-16,cientista de dados,1,carreiras,2023
2023-07-23,cientista de dados,2,carreiras,2023
2023-07-30,cientista de dados,2,carreiras,2023
2023-08-06,cientista de dados,2,carreiras,2023
2023-08-13,cientista de dados,2,carreiras,2023
2023-08-20,cientista de dados,2,carreiras,2023
2023-08-27,cientista de dados,2,carreiras,2023
2023-09-03,cientista de dados,2,carreiras,2023
2023-09-10,cientista de dados,2,carreiras,2023
2023-09-17,cientista de dados,2,carreiras,2023
2023-09-24,cientista de dados,2,carreiras,2023
2023-10-01,cientista de dados,2,carreiras,2023
2023-10-08,cientista de dados,1,carreiras,2023
2023-10-15,cientista de dados,2,carreiras,2023
2023-10-22,cientista de dados,2,carreiras,2023
2023-10-29,cientista de dados,2,carreiras,2023
2023-11-05,cientista de dados,2,carreiras,2023
2023-11-12,cientista de dados,2,carreiras,2023
2023-11-19,cientista de dados,2,carreiras,2023
2023-11-26,cientista de dados,2,carreiras,2023
2023-12-03,cientista de dados,1,carreiras,2023
2023-12-10,cientista de dados,2,carreiras,2023
2023-12-17,cientista de dados,1,carreiras,2023
2023-12-24,cientista de dados,2,carreiras,2023
2023-12-31,cientista de dados,2,carreiras,2023
2024-01-07,cientista de dados,2,carreiras,2024
2024-01-14,cientista de dados,2,carreiras,2024
2024-01-21,cientista de dados,2,carreiras,2024
2024-01-28,cientista de dados,2,carreiras,2024
2024-02-04,cientista de dados,2,carreiras,2024
2024-02-11,cientista de dados,2,carreiras,2024
2024-02-18,cientista de dados,2,carreiras,2024
2024-02-25,cientista de dados,2,carreiras,2024
2024-03-03,cientista de dados,2,carreiras,2024
2024-03-10,cientista de dados,2,carreiras,2024
2024-03-17,cientista de dados,2,carreiras,2024
2024-03-24,cientista de dados,2,carreiras,2024
2024-03-31,cientista de dados,2,carreiras,2024
2024-04-07,cientista de dados,3,carreiras,2024
2024-04-14,cientista de dados,1,carreiras,2024
2024-04-21,cientista de dados,2,carreiras,2024
2024-04-28,cientista de dados,2,carreiras,2024
2024-05-05,cientista de dados,2,carreiras,2024
2024-05-12,cientista de dados,1,carreiras,2024
2024-05-19,cientista de dados,2,carreiras,2024
2024-05-26,cientista de dados,1,carreiras,2024
2024-06-02,cientista de dados,2,carreiras,2024
2024-06-09,cientista de dados,2,carreiras,2024
2024-06-16,cientista de dados,2,carreiras,2024
2024-06-23,cientista de dados,2,carreiras,2024
2024-06-30,cientista de dados,1,carreiras,2024
2024-07-07,cientista de dados,2,carreiras,2024
2024-07-14,cientista de dados,2,carreiras,2024
2024-07-21,cientista de dados,2,carreiras,2024
2024-07-28,cientista de dados,2,carreiras,2024
2024-08-04,cientista de dados,1,carreiras,2024
2024-08-11,cientista de dados,1,carreiras,2024
2024-08-18,cientista de dados,2,carreiras,2024
2024-08-25,cientista de dados,2,carreiras,2024
2024-09-01,cientista de dados,2,carreiras,2024
2024-09-08,cientista de dados,2,carreiras,2024
2024-09-15,cientista de dados,2,carreiras,2024
2024-09-22,cientista de dados,2,carreiras,2024
2024-09-29,cientista de dados,2,carreiras,2024
2024-10-06,cientista de dados,2,carreiras,2024
2024-10-13,cientista de dados,2,carreiras,2024
2024-10-20,cientista de dados,2,carreiras,2024
2024-10-27,cientista de dados,2,carreiras,2024
2024-11-03,cientista de dados,2,carreiras,2024
2024-11-10,cientista de dados,2,carreiras,2024
2024-11-17,cientista de dados,2,carreiras,2024
2024-11-24,cientista de dados,2,carreiras,2024
2024-12-01,cientista de dados,1,carreiras,2024
2024-12-08,cientista de dados,1,carreiras,2024
2024-12-15,cientista de dados,1,carreiras,2024
2024-12-22,cientista de dados,1,carreiras,2024
2024-12-29,cientista de dados,1,carreiras,2024
2020-12-27,engenheiro de dados,0,carreiras,2020
2021-01-03,engenheiro de dados,0,carreiras,2021
2021-01-10,engenheiro de dados,0,carreiras,2021
2021-01-17,engenheiro de dados,0,carreiras,2021
2021-01-24,engenheiro de dados,0,carreiras,2021
2021-01-31,engenheiro de dados,0,carreiras,2021
2021-02-07,engenheiro de dados,0,carreiras,2021
2021-02-14,engenheiro de dados,0,carreiras,2021
2021-02-21,engenheiro de dados,0,carreiras,2021
2021-02-28,engenheiro de dados,0,carreiras,2021
2021-03-07,engenheiro de dados,0,carreiras,2021
2021-03-14,engenheiro de dados,0,carreiras,2021
2021-03-21,engenheiro de dados,0,carreiras,2021
2021-03-28,engenheiro de dados,0,carreiras,2021
2021-04-04,engenheiro de dados,1,carreiras,2021
2021-04-11,engenheiro de dados,1,carreiras,2021
2021-04-18,engenheiro de dados,1,carreiras,2021
2021-04-25,engenheiro de dados,0,carreiras,2021
2021-05-02,engenheiro de dados,0,carreiras,2021
2021-05-09,engenheiro de dados,1,carreiras,2021
2021-05-16,engenheiro de dados,0,carreiras,2021
2021-05-23,engenheiro de dados,1,carreiras,2021
2021-05-30,engenheiro de dados,0,carreiras,2021
2021-06-06,engenheiro de dados,1,carreiras,2021
2021-06-13,engenheiro de dados,0,carreiras,2021
2021-06-20,engenheiro de dados,1,carreiras,2021
2021-06-27,engenheiro de dados,1,carreiras,2021
2021-07-04,engenheiro de dados,1,carreiras,2021
2021-07-11,engenheiro de dados,0,carreiras,2021
2021-07-18,engenheiro de dados,0,carreiras,2021
2021-07-25,engenheiro de dados,0,carreiras,2021
2021-08-01,engenheiro de dados,0,carreiras,2021
2021-08-08,engenheiro de dados,0,carreiras,2021
2021-08-15,engenheiro de dados,1,carreiras,2021
2021-08-22,engenheiro de dados,0,carreiras,2021
2021-08-29,engenheiro de dados,1,carreiras,2021
2021-09-05,engenheiro de dados,0,carreiras,2021
2021-09-12,engenheiro de dados,1,carreiras,2021
2021-09-19,engenheiro de dados,1,carreiras,2021
2021-09-26,engenheiro de dados,1,carreiras,2021
2021-10-03,engenheiro de dados,1,carreiras,2021
2021-10-10,engenheiro de dados,0,carreiras,2021
2021-10-17,engenheiro de dados,1,carreiras,2021
2021-10-24,engenheiro de dados,0,carreiras,2021
2021-10-31,engenheiro de dados,0,carreiras,2021
2021-11-07,engenheiro de dados,1,carreiras,2021
2021-11-14,engenheiro de dados,1,carreiras,2021
2021-11-21,engenheiro de dados,1,carreiras,2021
2021-11-28,engenheiro de dados,0,carreiras,2021
2021-12-05,engenheiro de dados,0,carreiras,2021
2021-12-12,engenheiro de dados,0,carreiras,2021
2021-12-19,engenheiro de dados,0,carreiras,2021
2021-12-26,engenheiro de dados,0,carreiras,2021
2022-01-02,engenheiro de dados,1,carreiras,2022
2022-01-09,engenheiro de dados,1,carreiras,2022
2022-01-16,engenheiro de dados,1,carreiras,2022
2022-01-23,engenheiro de dados,1,carreiras,2022
2022-01-30,engenheiro de dados,1,carreiras,2022
2022-02-06,engenheiro de dados,1,carreiras,2022
2022-02-13,engenheiro de dados,1,carreiras,2022
2022-02-20,engenheiro de dados,1,carreiras,2022
2022-02-27,engenheiro de dados,1,carreiras,2022
2022-03-06,engenheiro de dados,1,carreiras,2022
2022-03-13,engenheiro de dados,1,carreiras,2022
2022-03-20,engenheiro de dados,1,carreiras,2022
2022-03-27,engenheiro de dados,1,carreiras,2022
2022-04-03,engenheiro de dados,1,carreiras,2022
2022-04-10,engenheiro de dados,1,carreiras,2022
2022-04-17,engenheiro de dados,1,carreiras,2022
2022-04-24,engenheiro de dados,1,carreiras,2022
2022-05-01,engenheiro de dados,1,carreiras,2022
2022-05-08,engenheiro de dados,1,carreiras,2022
2022-05-15,engenheiro de dados,1,carreiras,2022
2022-05-22,engenheiro de dados,1,carreiras,2022
2022-05-29,engenheiro de dados,1,carreiras,2022
2022-06-05,engenheiro de dados,1,carreiras,2022
2022-06-12,engenheiro de dados,1,carreiras,2022
2022-06-19,engenheiro de dados,1,carreiras,2022
2022-06-26,engenheiro de dados,1,carreiras,2022
2022-07-03,engenheiro de dados,1,carreiras,2022
2022-07-10,engenheiro de dados,1,carreiras,2022
2022-07-17,engenheiro de dados,1,carreiras,2022
2022-07-24,engenheiro de dados,1,carreiras,2022
2022-07-31,engenheiro de dados,1,carreiras,2022
2022-08-07,engenheiro de dados,1,carreiras,2022
2022-08-14,engenheiro de dados,1,carreiras,2022
2022-08-21,engenheiro de dados,1,carreiras,2022
2022-08-28,engenheiro de dados,1,carreiras,2022
2022-09-04,engenheiro de dados,1,carreiras,2022
2022-09-11,engenheiro de dados,1,carreiras,2022
2022-09-18,engenheiro de dados,1,carreiras,2022
2022-09-25,engenheiro de dados,1,carreiras,2022
2022-10-02,engenheiro de dados,1,carreiras,2022
2022-10-09,engenheiro de dados,1,carreiras,2022
2022-10-16,engenheiro de dados,1,carreiras,2022
2022-10-23,engenheiro de dados,1,carreiras,2022
2022-10-30,engenheiro de dados,1,carreiras,2022
2022-11-06,engenheiro de dados,1,carreiras,2022
2022-11-13,engenheiro de dados,1,carreiras,2022
2022-11-20,engenheiro de dados,1,carreiras,2022
2022-11-27,engenheiro de dados,1,carreiras,2022
2022-12-04,engenheiro de dados,1,carreiras,2022
2022-12-11,engenheiro de dados,1,carreiras,2022
2022-12-18,engenheiro de dados,1,carreiras,2022
2022-12-25,engenheiro de dados,0,carreiras,2022
2023-01-01,engenheiro de dados,1,carreiras,2023
2023-01-08,engenheiro de dados,1,carreiras,2023
2023-01-15,engenheiro de dados,1,carreiras,2023
2023-01-22,engenheiro de dados,1,carreiras,2023
2023-01-29,engenheiro de dados,1,carreiras,2023
2023-02-05,engenheiro de dados,1,carreiras,2023
2023-02-12,engenheiro de dados,1,carreiras,2023
2023-02-19,engenheiro de dados,1,carreiras,2023
2023-02-26,engenheiro de dados,1,carreiras,2023
2023-03-05,engenheiro de dados,1,carreiras,2023
2023-03-12,engenheiro de dados,1,carreiras,2023
2023-03-19,engenheiro de dados,1,carreiras,2023
2023-03-26,engenheiro de dados,1,carreiras,2023
2023-04-02,engenheiro de dados,1,carreiras,2023
2023-04-09,engenheiro de dados,1,carreiras,2023
2023-04-16,engenheiro de dados,1,carreiras,2023
2023-04-23,engenheiro de dados,1,carreiras,2023
2023-04-30,engenheiro de dados,1,carreiras,2023
2023-05-07,engenheiro de dados,1,carreiras,2023
2023-05-14,engenheiro de dados,1,carreiras,2023
2023-05-21,engenheiro de dados,1,carreiras,2023
2023-05-28,engenheiro de dados,1,carreiras,2023
2023-06-04,engenheiro de dados,1,carreiras,2023
2023-06-11,engenheiro de dados,1,carreiras,2023
2023-06-18,engenheiro de dados,1,carreiras,2023
2023-06-25,engenheiro de dados,1,carreiras,2023
2023-07-02,engenheiro de dados,1,carreiras,2023
2023-07-09,engenheiro de dados,0,carreiras,2023
2023-07-16,engenheiro de dados,1,carreiras,2023
2023-07-23,engenheiro de dados,1,carreiras,2023
2023-07-30,engenheiro de dados,1,carreiras,2023
2023-08-06,engenheiro de dados,1,carreiras,2023
2023-08-13,engenheiro de dados,1,carreiras,2023
2023-08-20,engenheiro de dados,1,carreiras,2023
2023-08-27,engenheiro de dados,1,carreiras,2023
2023-09-03,engenheiro de dados,1,carreiras,2023
2023-09-10,engenheiro de dados,1,carreiras,2023
2023-09-17,engenheiro de dados,1,carreiras,2023
2023-09-24,engenheiro de dados,1,carreiras,2023
2023-10-01,engenheiro de dados,1,carreiras,2023
2023-10-08,engenheiro de dados,1,carreiras,2023
2023-10-15,engenheiro de dados,1,carreiras,2023
2023-10-22,engenheiro de dados,1,carreiras,2023
2023-10-29,engenheiro de dados,1,carreiras,2023
2023-11-05,engenheiro de dados,1,carreiras,2023
2023-11-12,engenheiro de dados,1,carreiras,2023
2023-11-19,engenheiro de dados,1,carreiras,2023
2023-11-26,engenheiro de dados,1,carreiras,2023
2023-12-03,engenheiro de dados,1,carreiras,2023
2023-12-10,engenheiro de dados,1,carreiras,2023
2023-12-17,engenheiro de dados,1,carreiras,2023
2023-12-24,engenheiro de dados,1,carreiras,2023
2023-12-31,engenheiro de dados,1,carreiras,2023
2024-01-07,engenheiro de dados,1,carreiras,2024
2024-01-14,engenheiro de dados,1,carreiras,2024
2024-01-21,engenheiro de dados,1,carreiras,2024
2024-01-28,engenheiro de dados,1,carreiras,2024
2024-02-04,engenheiro de dados,1,carreiras,2024
2024-02-11,engenheiro de dados,1,carreiras,2024
2024-02-18,engenheiro de dados,1,carreiras,2024
2024-02-25,engenheiro de dados,1,carreiras,2024
2024-03-03,engenheiro de dados,1,carreiras,2024
2024-03-10,engenheiro de dados,1,carreiras,2024
2024-03-17,engenheiro de dados,1,carreiras,2024
2024-03-24,engenheiro de dados,1,carreiras,2024
2024-03-31,engenheiro de dados,1,carreiras,2024
2024-04-07,engenheiro de dados,2,carreiras,2024
2024-04-14,engenheiro de dados,1,carreiras,2024
2024-04-21,engenheiro de dados,1,carreiras,2024
2024-04-28,engenheiro de dados,1,carreiras,2024
2024-05-05,engenheiro de dados,1,carreiras,2024
2024-05-12,engenheiro de dados,1,carreiras,2024
2024-05-19,engenheiro de dados,1,carreiras,2024
2024-05-26,engenheiro de dados,1,carreiras,2024
2024-06-02,engenheiro de dados,1,carreiras,2024
2024-06-09,engenheiro de dados,1,carreiras,2024
2024-06-16,engenheiro de dados,1,carreiras,2024
2024-06-23,engenheiro de dados,1,carreiras,2024
2024-06-30,engenheiro de dados,1,carreiras,2024
2024-07-07,engenheiro de dados,1,carreiras,2024
2024-07-14,engenheiro de dados,1,carreiras,2024
2024-07-21,engenheiro de dados,1,carreiras,2024
2024-07-28,engenheiro de dados,1,carreiras,2024
2024-08-04,engenheiro de dados,1,carreiras,2024
2024-08-11,engenheiro de dados,1,carreiras,2024
2024-08-18,engenheiro de dados,1,carreiras,2024
2024-08-25,engenheiro de dados,1,carreiras,2024
2024-09-01,engenheiro de dados,1,carreiras,2024
2024-09-08,engenheiro de dados,1,carreiras,2024
2024-09-15,engenheiro de dados,1,carreiras,2024
2024-09-22,engenheiro de dados,1,carreiras,2024
2024-09-29,engenheiro de dados,1,carreiras,2024
2024-10-06,engenheiro de dados,1,carreiras,2024
2024-10-13,engenheiro de dados,1,carreiras,2024
2024-10-20,engenheiro de dados,1,carreiras,2024
2024-10-27,engenheiro de dados,1,carreiras,2024
2024-11-03,engenheiro de dados,1,carreiras,2024
2024-11-10,engenheiro de dados,1,carreiras,2024
2024-11-17,engenheiro de dados,1,carreiras,2024
2024-11-24,engenheiro de dados,1,carreiras,2024
2024-12-01,engenheiro de dados,1,carreiras,2024
2024-12-08,engenheiro de dados,1,carreiras,2024
2024-12-15,engenheiro de dados,1,carreiras,2024
2024-12-22,engenheiro de dados,1,carreiras,2024
2024-12-29,engenheiro de dados,1,carreiras,2024
2020-12-27,analista de dados,0,carreiras,2020
2021-01-03,analista de dados,1,carreiras,2021
2021-01-10,analista de dados,1,carreiras,2021
2021-01-17,analista de dados,1,carreiras,2021
2021-01-24,analista de dados,1,carreiras,2021
