date,termo,interesse,grupo,ano
2021-01-31,analista de dados,1,carreiras,2021
2021-02-07,analista de dados,1,carreiras,2021
2021-02-14,analista de dados,1,carreiras,2021
2021-02-21,analista de dados,1,carreiras,2021
2021-02-28,analista de dados,1,carreiras,2021
2021-03-07,analista de dados,1,carreiras,2021
2021-03-14,analista de dados,1,carreiras,2021
2021-03-21,analista de dados,1,carreiras,2021
2021-03-28,analista de dados,1,carreiras,2021
2021-04-04,analista de dados,1,carreiras,2021
2021-04-11,analista de dados,1,carreiras,2021
2021-04-18,analista de dados,1,carreiras,2021
2021-04-25,analista de dados,1,carreiras,2021
2021-05-02,analista de dados,1,carreiras,2021
2021-05-09,analista de dados,1,carreiras,2021
2021-05-16,analista de dados,1,carreiras,2021
2021-05-23,analista de dados,1,carreiras,2021
2021-05-30,analista de dados,1,carreiras,2021
2021-06-06,analista de dados,1,carreiras,2021
2021-06-13,analista de dados,1,carreiras,2021
2021-06-20,analista de dados,1,carreiras,2021
2021-06-27,analista de dados,1,carreiras,2021
2021-07-04,analista de dados,1,carreiras,2021
2021-07-11,analista de dados,1,carreiras,2021
2021-07-18,analista de dados,1,carreiras,2021
2021-07-25,analista de dados,1,carreiras,2021
2021-08-01,analista de dados,1,carreiras,2021
2021-08-08,analista de dados,1,carreiras,2021
2021-08-15,analista de dados,1,carreiras,2021
2021-08-22,analista de dados,1,carreiras,2021
2021-08-29,analista de dados,1,carreiras,2021
2021-09-05,analista de dados,1,carreiras,2021
2021-09-12,analista de dados,1,carreiras,2021
2021-09-19,analista de dados,1,carreiras,2021
2021-09-26,analista de dados,1,carreiras,2021
2021-10-03,analista de dados,1,carreiras,2021
2021-10-10,analista de dados,1,carreiras,2021
2021-10-17,analista de dados,1,carreiras,2021
2021-10-24,analista de dados,1,carreiras,2021
2021-10-31,analista de dados,1,carreiras,2021
2021-11-07,analista de dados,1,carreiras,2021
2021-11-14,analista de dados,1,carreiras,2021
2021-11-21,analista de dados,1,carreiras,2021
2021-11-28,analista de dados,1,carreiras,2021
2021-12-05,analista de dados,1,carreiras,2021
2021-12-12,analista de dados,1,carreiras,2021
2021-12-19,analista de dados,1,carreiras,2021
2021-12-26,analista de dados,1,carreiras,2021
2022-01-02,analista de dados,2,carreiras,2022
2022-01-09,analista de dados,2,carreiras,2022
2022-01-16,analista de dados,2,carreiras,2022
2022-01-23,analista de dados,2,carreiras,2022
2022-01-30,analista de dados,2,carreiras,2022
2022-02-06,analista de dados,2,carreiras,2022
2022-02-13,analista de dados,2,carreiras,2022
2022-02-20,analista de dados,2,carreiras,2022
2022-02-27,analista de dados,2,carreiras,2022
2022-03-06,analista de dados,2,carreiras,2022
2022-03-13,analista de dados,2,carreiras,2022
2022-03-20,analista de dados,2,carreiras,2022
2022-03-27,analista de dados,2,carreiras,2022
2022-04-03,analista de dados,2,carreiras,2022
2022-04-10,analista de dados,2,carreiras,2022
2022-04-17,analista de dados,2,carreiras,2022
2022-04-24,analista de dados,2,carreiras,2022
2022-05-01,analista de dados,2,carreiras,2022
2022-05-08,analista de dados,2,carreiras,2022
2022-05-15,analista de dados,2,carreiras,2022
2022-05-22,analista de dados,2,carreiras,2022
2022-05-29,analista de dados,2,carreiras,2022
2022-06-05,analista de dados,2,carreiras,2022
2022-06-12,analista de dados,2,carreiras,2022
2022-06-19,analista de dados,2,carreiras,2022
2022-06-26,analista de dados,3,carreiras,2022
2022-07-03,analista de dados,2,carreiras,2022
2022-07-10,analista de dados,2,carreiras,2022
2022-07-17,analista de dados,2,carreiras,2022
2022-07-24,analista de dados,2,carreiras,2022
2022-07-31,analista de dados,2,carreiras,2022
2022-08-07,analista de dados,2,carreiras,2022
2022-08-14,analista de dados,2,carreiras,2022
2022-08-21,analista de dados,2,carreiras,2022
2022-08-28,analista de dados,2,carreiras,2022
2022-09-04,analista de dados,2,carreiras,2022
2022-09-11,analista de dados,2,carreiras,2022
2022-09-18,analista de dados,2,carreiras,2022
2022-09-25,analista de dados,2,carreiras,2022
2022-10-02,analista de dados,2,carreiras,2022
2022-10-09,analista de dados,2,carreiras,2022
2022-10-16,analista de dados,2,carreiras,2022
2022-10-23,analista de dados,2,carreiras,2022
2022-10-30,analista de dados,2,carreiras,2022
2022-11-06,analista de dados,2,carreiras,2022
2022-11-13,analista de dados,2,carreiras,2022
2022-11-20,analista de dados,2,carreiras,2022
2022-11-27,analista de dados,2,carreiras,2022
2022-12-04,analista de dados,2,carreiras,2022
2022-12-11,analista de dados,2,carreiras,2022
2022-12-18,analista de dados,2,carreiras,2022
2022-12-25,analista de dados,2,carreiras,2022
2023-01-01,analista de dados,3,carreiras,2023
2023-01-08,analista de dados,3,carreiras,2023
2023-01-15,analista de dados,3,carreiras,2023
2023-01-22,analista de dados,3,carreiras,2023
2023-01-29,analista de dados,3,carreiras,2023
2023-02-05,analista de dados,3,carreiras,2023
2023-02-12,analista de dados,3,carreiras,2023
2023-02-19,analista de dados,2,carreiras,2023
2023-02-26,analista de dados,3,carreiras,2023
2023-03-05,analista de dados,2,carreiras,2023
2023-03-12,analista de dados,2,carreiras,2023
2023-03-19,analista de dados,2,carreiras,2023
2023-03-26,analista de dados,3,carreiras,2023
2023-04-02,analista de dados,3,carreiras,2023
2023-04-09,analista de dados,3,carreiras,2023
2023-04-16,analista de dados,3,carreiras,2023
2023-04-23,analista de dados,3,carreiras,2023
2023-04-30,analista de dados,3,carreiras,2023
2023-05-07,analista de dados,3,carreiras,2023
2023-05-14,analista de dados,3,carreiras,2023
2023-05-21,analista de dados,3,carreiras,2023
2023-05-28,analista de dados,3,carreiras,2023
2023-06-04,analista de dados,3,carreiras,2023
2023-06-11,analista de dados,3,carreiras,2023
2023-06-18,analista de dados,3,carreiras,2023
2023-06-25,analista de dados,3,carreiras,2023
2023-07-02,analista de dados,3,carreiras,2023
2023-07-09,analista de dados,3,carreiras,2023
2023-07-16,analista de dados,3,carreiras,2023
2023-07-23,analista de dados,3,carreiras,2023
2023-07-30,analista de dados,3,carreiras,2023
2023-08-06,analista de dados,3,carreiras,2023
2023-08-13,analista de dados,3,carreiras,2023
2023-08-20,analista de dados,3,carreiras,2023
2023-08-27,analista de dados,3,carreiras,2023
2023-09-03,analista de dados,3,carreiras,2023
2023-09-10,analista de dados,3,carreiras,2023
2023-09-17,analista de dados,3,carreiras,2023
2023-09-24,analista de dados,3,carreiras,2023
2023-10-01,analista de dados,3,carreiras,2023
2023-10-08,analista de dados,3,carreiras,2023
2023-10-15,analista de dados,3,carreiras,2023
2023-10-22,analista de dados,3,carreiras,2023
2023-10-29,analista de dados,3,carreiras,2023
2023-11-05,analista de dados,3,carreiras,2023
2023-11-12,analista de dados,3,carreiras,2023
2023-11-19,analista de dados,3,carreiras,2023
2023-11-26,analista de dados,3,carreiras,2023
2023-12-03,analista de dados,3,carreiras,2023
2023-12-10,analista de dados,3,carreiras,2023
2023-12-17,analista de dados,3,carreiras,2023
2023-12-24,analista de dados,3,carreiras,2023
2023-12-31,analista de dados,3,carreiras,2023
2024-01-07,analista de dados,4,carreiras,2024
2024-01-14,analista de dados,4,carreiras,2024
2024-01-21,analista de dados,4,carreiras,2024
2024-01-28,analista de dados,4,carreiras,2024
2024-02-04,analista de dados,3,carreiras,2024
2024-02-11,analista de dados,3,carreiras,2024
2024-02-18,analista de dados,4,carreiras,2024
2024-02-25,analista de dados,4,carreiras,2024
2024-03-03,analista de dados,4,carreiras,2024
2024-03-10,analista de dados,4,carreiras,2024
2024-03-17,analista de dados,4,carreiras,2024
2024-03-24,analista de dados,4,carreiras,2024
2024-03-31,analista de dados,4,carreiras,2024
2024-04-07,analista de dados,4,carreiras,2024
2024-04-14,analista de dados,4,carreiras,2024
2024-04-21,analista de dados,4,carreiras,2024
2024-04-28,analista de dados,4,carreiras,2024
2024-05-05,analista de dados,4,carreiras,2024
2024-05-12,analista de dados,4,carreiras,2024
2024-05-19,analista de dados,4,carreiras,2024
2024-05-26,analista de dados,4,carreiras,2024
2024-06-02,analista de dados,5,carreiras,2024
2024-06-09,analista de dados,5,carreiras,2024
2024-06-16,analista de dados,5,carreiras,2024
2024-06-23,analista de dados,4,carreiras,2024
2024-06-30,analista de dados,4,carreiras,2024
2024-07-07,analista de dados,4,carreiras,2024
2024-07-14,analista de dados,4,carreiras,2024
2024-07-21,analista de dados,4,carreiras,2024
2024-07-28,analista de dados,4,carreiras,2024
2024-08-04,analista de dados,4,carreiras,2024
2024-08-11,analista de dados,4,carreiras,2024
2024-08-18,analista de dados,4,carreiras,2024
2024-08-25,analista de dados,5,carreiras,2024
2024-09-01,analista de dados,4,carreiras,2024
2024-09-08,analista de dados,4,carreiras,2024
2024-09-15,analista de dados,4,carreiras,2024
2024-09-22,analista de dados,4,carreiras,2024
2024-09-29,analista de dados,4,carreiras,2024
2024-10-06,analista de dados,4,carreiras,2024
2024-10-13,analista de dados,4,carreiras,2024
2024-10-20,analista de dados,5,carreiras,2024
2024-10-27,analista de dados,5,carreiras,2024
2024-11-03,analista de dados,5,carreiras,2024
2024-11-10,analista de dados,4,carreiras,2024
2024-11-17,analista de dados,4,carreiras,2024
2024-11-24,analista de dados,4,carreiras,2024
2024-12-01,analista de dados,4,carreiras,2024
2024-12-08,analista de dados,3,carreiras,2024
2024-12-15,analista de dados,3,carreiras,2024
2024-12-22,analista de dados,3,carreiras,2024
2024-12-29,analista de dados,3,carreiras,2024
2020-12-27,machine learning,2,carreiras,2020
2021-01-03,machine learning,2,carreiras,2021
2021-01-10,machine learning,2,carreiras,2021
2021-01-17,machine learning,2,carreiras,2021
2021-01-24,machine learning,2,carreiras,2021
2021-01-31,machine learning,2,carreiras,2021
2021-02-07,machine learning,2,carreiras,2021
2021-02-14,machine learning,2,carreiras,2021
2021-02-21,machine learning,2,carreiras,2021
2021-02-28,machine learning,3,carreiras,2021
2021-03-07,machine learning,2,carreiras,2021
2021-03-14,machine learning,2,carreiras,2021
2021-03-21,machine learning,3,carreiras,2021
2021-03-28,machine learning,3,carreiras,2021
2021-04-04,machine learning,3,carreiras,2021
2021-04-11,machine learning,2,carreiras,2021
2021-04-18,machine learning,3,carreiras,2021
2021-04-25,machine learning,3,carreiras,2021
2021-05-02,machine learning,3,carreiras,2021
2021-05-09,machine learning,3,carreiras,2021
2021-05-16,machine learning,3,carreiras,2021
2021-05-23,machine learning,3,carreiras,2021
2021-05-30,machine learning,3,carreiras,2021
2021-06-06,machine learning,3,carreiras,2021
2021-06-13,machine learning,3,carreiras,2021
2021-06-20,machine learning,3,carreiras,2021
2021-06-27,machine learning,3,carreiras,2021
2021-07-04,machine learning,2,carreiras,2021
2021-07-11,machine learning,3,carreiras,2021
2021-07-18,machine learning,3,carreiras,2021
2021-07-25,machine learning,2,carreiras,2021
2021-08-01,machine learning,2,carreiras,2021
2021-08-08,machine learning,2,carreiras,2021
2021-08-15,machine learning,3,carreiras,2021
2021-08-22,machine learning,3,carreiras,2021
2021-08-29,machine learning,3,carreiras,2021
2021-09-05,machine learning,3,carreiras,2021
2021-09-12,machine learning,2,carreiras,2021
2021-09-19,machine learning,2,carreiras,2021
2021-09-26,machine learning,3,carreiras,2021
2021-10-03,machine learning,3,carreiras,2021
2021-10-10,machine learning,2,carreiras,2021
2021-10-17,machine learning,2,carreiras,2021
2021-10-24,machine learning,3,carreiras,2021
2021-10-31,machine learning,3,carreiras,2021
2021-11-07,machine learning,2,carreiras,2021
2021-11-14,machine learning,2,carreiras,2021
2021-11-21,machine learning,3,carreiras,2021
2021-11-28,machine learning,3,carreiras,2021
2021-12-05,machine learning,3,carreiras,2021
2021-12-12,machine learning,2,carreiras,2021
2021-12-19,machine learning,2,carreiras,2021
2021-12-26,machine learning,2,carreiras,2021
2022-01-02,machine learning,3,carreiras,2022
2022-01-09,machine learning,3,carreiras,2022
2022-01-16,machine learning,4,carreiras,2022
2022-01-23,machine learning,3,carreiras,2022
2022-01-30,machine learning,3,carreiras,2022
2022-02-06,machine learning,4,carreiras,2022
2022-02-13,machine learning,4,carreiras,2022
2022-02-20,machine learning,4,carreiras,2022
2022-02-27,machine learning,4,carreiras,2022
2022-03-06,machine learning,4,carreiras,2022
2022-03-13,machine learning,4,carreiras,2022
2022-03-20,machine learning,4,carreiras,2022
2022-03-27,machine learning,5,carreiras,2022
2022-04-03,machine learning,4,carreiras,2022
2022-04-10,machine learning,4,carreiras,2022
2022-04-17,machine learning,4,carreiras,2022
2022-04-24,machine learning,4,carreiras,2022
2022-05-01,machine learning,4,carreiras,2022
2022-05-08,machine learning,4,carreiras,2022
2022-05-15,machine learning,4,carreiras,2022
2022-05-22,machine learning,4,carreiras,2022
2022-05-29,machine learning,5,carreiras,2022
2022-06-05,machine learning,4,carreiras,2022
2022-06-12,machine learning,4,carreiras,2022
2022-06-19,machine learning,5,carreiras,2022
2022-06-26,machine learning,4,carreiras,2022
2022-07-03,machine learning,4,carreiras,2022
2022-07-10,machine learning,4,carreiras,2022
2022-07-17,machine learning,4,carreiras,2022
2022-07-24,machine learning,4,carreiras,2022
2022-07-31,machine learning,4,carreiras,2022
2022-08-07,machine learning,4,carreiras,2022
2022-08-14,machine learning,4,carreiras,2022
2022-08-21,machine learning,4,carreiras,2022
2022-08-28,machine learning,4,carreiras,2022
2022-09-04,machine learning,4,carreiras,2022
2022-09-11,machine learning,4,carreiras,2022
2022-09-18,machine learning,4,carreiras,2022
2022-09-25,machine learning,4,carreiras,2022
2022-10-02,machine learning,4,carreiras,2022
2022-10-09,machine learning,3,carreiras,2022
2022-10-16,machine learning,4,carreiras,2022
2022-10-23,machine learning,4,carreiras,2022
2022-10-30,machine learning,4,carreiras,2022
2022-11-06,machine learning,4,carreiras,2022
2022-11-13,machine learning,4,carreiras,2022
2022-11-20,machine learning,4,carreiras,2022
2022-11-27,machine learning,4,carreiras,2022
2022-12-04,machine learning,4,carreiras,2022
2022-12-11,machine learning,4,carreiras,2022
2022-12-18,machine learning,3,carreiras,2022
2022-12-25,machine learning,3,carreiras,2022
2023-01-01,machine learning,3,carreiras,2023
2023-01-08,machine learning,3,carreiras,2023
2023-01-15,machine learning,4,carreiras,2023
2023-01-22,machine learning,4,carreiras,2023
2023-01-29,machine learning,4,carreiras,2023
2023-02-05,machine learning,4,carreiras,2023
2023-02-12,machine learning,4,carreiras,2023
2023-02-19,machine learning,4,carreiras,2023
2023-02-26,machine learning,4,carreiras,2023
2023-03-05,machine learning,5,carreiras,2023
2023-03-12,machine learning,4,carreiras,2023
2023-03-19,machine learning,4,carreiras,2023
2023-03-26,machine learning,4,carreiras,2023
2023-04-02,machine learning,4,carreiras,2023
2023-04-09,machine learning,4,carreiras,2023
2023-04-16,machine learning,4,carreiras,2023
2023-04-23,machine learning,4,carreiras,2023
2023-04-30,machine learning,4,carreiras,2023
2023-05-07,machine learning,4,carreiras,2023
2023-05-14,machine learning,4,carreiras,2023
2023-05-21,machine learning,4,carreiras,2023
2023-05-28,machine learning,5,carreiras,2023
2023-06-04,machine learning,4,carreiras,2023
2023-06-11,machine learning,4,carreiras,2023
2023-06-18,machine learning,4,carreiras,2023
2023-06-25,machine learning,4,carreiras,2023
2023-07-02,machine learning,4,carreiras,2023
2023-07-09,machine learning,5,carreiras,2023
2023-07-16,machine learning,4,carreiras,2023
2023-07-23,machine learning,4,carreiras,2023
2023-07-30,machine learning,4,carreiras,2023
2023-08-06,machine learning,4,carreiras,2023
2023-08-13,machine learning,4,carreiras,2023
2023-08-20,machine learning,4,carreiras,2023
2023-08-27,machine learning,5,carreiras,2023
2023-09-03,machine learning,4,carreiras,2023
2023-09-10,machine learning,4,carreiras,2023
2023-09-17,machine learning,4,carreiras,2023
2023-09-24,machine learning,4,carreiras,2023
2023-10-01,machine learning,4,carreiras,2023
2023-10-08,machine learning,4,carreiras,2023
2023-10-15,machine learning,5,carreiras,2023
2023-10-22,machine learning,4,carreiras,2023
2023-10-29,machine learning,4,carreiras,2023
2023-11-05,machine learning,4,carreiras,2023
2023-11-12,machine learning,4,carreiras,2023
2023-11-19,machine learning,4,carreiras,2023
2023-11-26,machine learning,4,carreiras,2023
2023-12-03,machine learning,4,carreiras,2023
2023-12-10,machine learning,4,carreiras,2023
2023-12-17,machine learning,3,carreiras,2023
2023-12-24,machine learning,3,carreiras,2023
2023-12-31,machine learning,3,carreiras,2023
2024-01-07,machine learning,4,carreiras,2024
2024-01-14,machine learning,4,carreiras,2024
2024-01-21,machine learning,4,carreiras,2024
2024-01-28,machine learning,4,carreiras,2024
2024-02-04,machine learning,5,carreiras,2024
2024-02-11,machine learning,4,carreiras,2024
2024-02-18,machine learning,5,carreiras,2024
2024-02-25,machine learning,5,carreiras,2024
2024-03-03,machine learning,5,carreiras,2024
2024-03-10,machine learning,5,carreiras,2024
2024-03-17,machine learning,5,carreiras,2024
2024-03-24,machine learning,5,carreiras,2024
2024-03-31,machine learning,5,carreiras,2024
2024-04-07,machine learning,5,carreiras,2024
2024-04-14,machine learning,5,carreiras,2024
2024-04-21,machine learning,5,carreiras,2024
2024-04-28,machine learning,5,carreiras,2024
2024-05-05,machine learning,5,carreiras,2024
2024-05-12,machine learning,5,carreiras,2024
2024-05-19,machine learning,5,carreiras,2024
2024-05-26,machine learning,5,carreiras,2024
2024-06-02,machine learning,5,carreiras,2024
2024-06-09,machine learning,5,carreiras,2024
2024-06-16,machine learning,5,carreiras,2024
2024-06-23,machine learning,6,carreiras,2024
2024-06-30,machine learning,5,carreiras,2024
2024-07-07,machine learning,4,carreiras,2024
2024-07-14,machine learning,5,carreiras,2024
2024-07-21,machine learning,4,carreiras,2024
2024-07-28,machine learning,5,carreiras,2024
2024-08-04,machine learning,4,carreiras,2024
2024-08-11,machine learning,5,carreiras,2024
2024-08-18,machine learning,5,carreiras,2024
2024-08-25,machine learning,5,carreiras,2024
2024-09-01,machine learning,5,carreiras,2024
2024-09-08,machine learning,6,carreiras,2024
2024-09-15,machine learning,5,carreiras,2024
2024-09-22,machine learning,5,carreiras,2024
2024-09-29,machine learning,5,carreiras,2024
2024-10-06,machine learning,5,carreiras,2024
2024-10-13,machine learning,5,carreiras,2024
2024-10-20,machine learning,5,carreiras,2024
2024-10-27,machine learning,5,carreiras,2024
2024-11-03,machine learning,5,carreiras,2024
2024-11-10,machine learning,5,carreiras,2024
2024-11-17,machine learning,5,carreiras,2024
2024-11-24,machine learning,5,carreiras,2024
2024-12-01,machine learning,5,carreiras,2024
2024-12-08,machine learning,5,carreiras,2024
2024-12-15,machine learning,4,carreiras,2024
2024-12-22,machine learning,3,carreiras,2024
2024-12-29,machine learning,3,carreiras,2024
2020-12-27,inteligencia artificial,3,carreiras,2020
2021-01-03,inteligencia artificial,4,carreiras,2021
2021-01-10,inteligencia artificial,3,carreiras,2021
2021-01-17,inteligencia artificial,3,carreiras,2021
2021-01-24,inteligencia artificial,3,carreiras,2021
2021-01-31,inteligencia artificial,3,carreiras,2021
2021-02-07,inteligencia artificial,3,carreiras,2021
2021-02-14,inteligencia artificial,3,carreiras,2021
2021-02-21,inteligencia artificial,3,carreiras,2021
2021-02-28,inteligencia artificial,3,carreiras,2021
2021-03-07,inteligencia artificial,3,carreiras,2021
2021-03-14,inteligencia artificial,3,carreiras,2021
2021-03-21,inteligencia artificial,4,carreiras,2021
2021-03-28,inteligencia artificial,3,carreiras,2021
2021-04-04,inteligencia artificial,5,carreiras,2021
2021-04-11,inteligencia artificial,4,carreiras,2021
2021-04-18,inteligencia artificial,4,carreiras,2021
2021-04-25,inteligencia artificial,4,carreiras,2021
2021-05-02,inteligencia artificial,3,carreiras,2021
2021-05-09,inteligencia artificial,4,carreiras,2021
2021-05-16,inteligencia artificial,4,carreiras,2021
2021-05-23,inteligencia artificial,4,carreiras,2021
2021-05-30,inteligencia artificial,3,carreiras,2021
2021-06-06,inteligencia artificial,3,carreiras,2021
2021-06-13,inteligencia artificial,4,carreiras,2021
2021-06-20,inteligencia artificial,3,carreiras,2021
2021-06-27,inteligencia artificial,3,carreiras,2021
2021-07-04,inteligencia artificial,3,carreiras,2021
2021-07-11,inteligencia artificial,3,carreiras,2021
2021-07-18,inteligencia artificial,3,carreiras,2021
2021-07-25,inteligencia artificial,3,carreiras,2021
2021-08-01,inteligencia artificial,3,carreiras,2021
2021-08-08,inteligencia artificial,3,carreiras,2021
2021-08-15,inteligencia artificial,3,carreiras,2021
2021-08-22,inteligencia artificial,4,carreiras,2021
2021-08-29,inteligencia artificial,3,carreiras,2021
2021-09-05,inteligencia artificial,3,carreiras,2021
2021-09-12,inteligencia artificial,4,carreiras,2021
2021-09-19,inteligencia artificial,4,carreiras,2021
2021-09-26,inteligencia artificial,4,carreiras,2021
2021-10-03,inteligencia artificial,3,carreiras,2021
2021-10-10,inteligencia artificial,4,carreiras,2021
2021-10-17,inteligencia artificial,3,carreiras,2021
2021-10-24,inteligencia artificial,4,carreiras,2021
2021-10-31,inteligencia artificial,3,carreiras,2021
2021-11-07,inteligencia artificial,4,carreiras,2021
2021-11-14,inteligencia artificial,3,carreiras,2021
2021-11-21,inteligencia artificial,4,carreiras,2021
2021-11-28,inteligencia artificial,4,carreiras,2021
2021-12-05,inteligencia artificial,3,carreiras,2021
2021-12-12,inteligencia artificial,3,carreiras,2021
2021-12-19,inteligencia artificial,3,carreiras,2021
2021-12-26,inteligencia artificial,2,carreiras,2021
2022-01-02,inteligencia artificial,3,carreiras,2022
2022-01-09,inteligencia artificial,3,carreiras,2022
2022-01-16,inteligencia artificial,3,carreiras,2022
2022-01-23,inteligencia artificial,3,carreiras,2022
2022-01-30,inteligencia artificial,3,carreiras,2022
2022-02-06,inteligencia artificial,4,carreiras,2022
2022-02-13,inteligencia artificial,5,carreiras,2022
2022-02-20,inteligencia artificial,4,carreiras,2022
2022-02-27,inteligencia artificial,4,carreiras,2022
2022-03-06,inteligencia artificial,4,carreiras,2022
2022-03-13,inteligencia artificial,4,carreiras,2022
2022-03-20,inteligencia artificial,5,carreiras,2022
2022-03-27,inteligencia artificial,5,carreiras,2022
2022-04-03,inteligencia artificial,5,carreiras,2022
2022-04-10,inteligencia artificial,4,carreiras,2022
2022-04-17,inteligencia artificial,4,carreiras,2022
2022-04-24,inteligencia artificial,5,carreiras,2022
2022-05-01,inteligencia artificial,5,carreiras,2022
2022-05-08,inteligencia artificial,5,carreiras,2022
2022-05-15,inteligencia artificial,5,carreiras,2022
2022-05-22,inteligencia artificial,5,carreiras,2022
2022-05-29,inteligencia artificial,6,carreiras,2022
2022-06-05,inteligencia artificial,5,carreiras,2022
2022-06-12,inteligencia artificial,6,carreiras,2022
2022-06-19,inteligencia artificial,5,carreiras,2022
2022-06-26,inteligencia artificial,5,carreiras,2022
2022-07-03,inteligencia artificial,4,carreiras,2022
2022-07-10,inteligencia artificial,3,carreiras,2022
2022-07-17,inteligencia artificial,3,carreiras,2022
2022-07-24,inteligencia artificial,4,carreiras,2022
2022-07-31,inteligencia artificial,4,carreiras,2022
2022-08-07,inteligencia artificial,4,carreiras,2022
2022-08-14,inteligencia artificial,5,carreiras,2022
2022-08-21,inteligencia artificial,6,carreiras,2022
2022-08-28,inteligencia artificial,4,carreiras,2022
2022-09-04,inteligencia artificial,4,carreiras,2022
2022-09-11,inteligencia artificial,4,carreiras,2022
2022-09-18,inteligencia artificial,4,carreiras,2022
2022-09-25,inteligencia artificial,5,carreiras,2022
2022-10-02,inteligencia artificial,4,carreiras,2022
2022-10-09,inteligencia artificial,4,carreiras,2022
2022-10-16,inteligencia artificial,5,carreiras,2022
2022-10-23,inteligencia artificial,4,carreiras,2022
2022-10-30,inteligencia artificial,4,carreiras,2022
2022-11-06,inteligencia artificial,5,carreiras,2022
2022-11-13,inteligencia artificial,5,carreiras,2022
2022-11-20,inteligencia artificial,5,carreiras,2022
2022-11-27,inteligencia artificial,24,carreiras,2022
2022-12-04,inteligencia artificial,9,carreiras,2022
2022-12-11,inteligencia artificial,8,carreiras,2022
2022-12-18,inteligencia artificial,6,carreiras,2022
2022-12-25,inteligencia artificial,5,carreiras,2022
2023-01-01,inteligencia artificial,7,carreiras,2023
2023-01-08,inteligencia artificial,8,carreiras,2023
2023-01-15,inteligencia artificial,11,carreiras,2023
2023-01-22,inteligencia artificial,13,carreiras,2023
2023-01-29,inteligencia artificial,19,carreiras,2023
2023-02-05,inteligencia artificial,19,carreiras,2023
2023-02-12,inteligencia artificial,17,carreiras,2023
2023-02-19,inteligencia artificial,17,carreiras,2023
2023-02-26,inteligencia artificial,18,carreiras,2023
2023-03-05,inteligencia artificial,18,carreiras,2023
2023-03-12,inteligencia artificial,20,carreiras,2023
2023-03-19,inteligencia artificial,23,carreiras,2023
2023-03-26,inteligencia artificial,29,carreiras,2023
2023-04-02,inteligencia artificial,29,carreiras,2023
2023-04-09,inteligencia artificial,26,carreiras,2023
2023-04-16,inteligencia artificial,25,carreiras,2023
2023-04-23,inteligencia artificial,23,carreiras,2023
2023-04-30,inteligencia artificial,25,carreiras,2023
2023-05-07,inteligencia artificial,28,carreiras,2023
2023-05-14,inteligencia artificial,27,carreiras,2023
2023-05-21,inteligencia artificial,31,carreiras,2023
2023-05-28,inteligencia artificial,32,carreiras,2023
2023-06-04,inteligencia artificial,26,carreiras,2023
2023-06-11,inteligencia artificial,27,carreiras,2023
2023-06-18,inteligencia artificial,29,carreiras,2023
2023-06-25,inteligencia artificial,31,carreiras,2023
2023-07-02,inteligencia artificial,75,carreiras,2023
2023-07-09,inteligencia artificial,100,carreiras,2023
2023-07-16,inteligencia artificial,39,carreiras,2023
2023-07-23,inteligencia artificial,30,carreiras,2023
2023-07-30,inteligencia artificial,28,carreiras,2023
2023-08-06,inteligencia artificial,30,carreiras,2023
2023-08-13,inteligencia artificial,30,carreiras,2023
2023-08-20,inteligencia artificial,28,carreiras,2023
2023-08-27,inteligencia artificial,30,carreiras,2023
2023-09-03,inteligencia artificial,29,carreiras,2023
2023-09-10,inteligencia artificial,29,carreiras,2023
2023-09-17,inteligencia artificial,28,carreiras,2023
2023-09-24,inteligencia artificial,27,carreiras,2023
2023-10-01,inteligencia artificial,30,carreiras,2023
2023-10-08,inteligencia artificial,23,carreiras,2023
2023-10-15,inteligencia artificial,28,carreiras,2023
2023-10-22,inteligencia artificial,36,carreiras,2023
2023-10-29,inteligencia artificial,36,carreiras,2023
2023-11-05,inteligencia artificial,33,carreiras,2023
2023-11-12,inteligencia artificial,30,carreiras,2023
2023-11-19,inteligencia artificial,30,carreiras,2023
2023-11-26,inteligencia artificial,35,carreiras,2023
2023-12-03,inteligencia artificial,27,carreiras,2023
2023-12-10,inteligencia artificial,23,carreiras,2023
2023-12-17,inteligencia artificial,20,carreiras,2023
2023-12-24,inteligencia artificial,20,carreiras,2023
2023-12-31,inteligencia artificial,20,carreiras,2023
2024-01-07,inteligencia artificial,22,carreiras,2024
2024-01-14,inteligencia artificial,23,carreiras,2024
2024-01-21,inteligencia artificial,23,carreiras,2024
2024-01-28,inteligencia artificial,24,carreiras,2024
2024-02-04,inteligencia artificial,24,carreiras,2024
2024-02-11,inteligencia artificial,22,carreiras,2024
2024-02-18,inteligencia artificial,30,carreiras,2024
2024-02-25,inteligencia artificial,30,carreiras,2024
2024-03-03,inteligencia artificial,30,carreiras,2024
2024-03-10,inteligencia artificial,33,carreiras,2024
2024-03-17,inteligencia artificial,33,carreiras,2024
2024-03-24,inteligencia artificial,30,carreiras,2024
2024-03-31,inteligencia artificial,32,carreiras,2024
2024-04-07,inteligencia artificial,34,carreiras,2024
2024-04-14,inteligencia artificial,31,carreiras,2024
2024-04-21,inteligencia artificial,29,carreiras,2024
2024-04-28,inteligencia artificial,27,carreiras,2024
2024-05-05,inteligencia artificial,26,carreiras,2024
2024-05-12,inteligencia artificial,29,carreiras,2024
2024-05-19,inteligencia artificial,30,carreiras,2024
