ano,faixa_idade,genero,estado,nivel_ensino,cargo_atual,faixa_salarial,tempo_experiencia_dados,linguagem_mais_usada,cor_raca_etnia
2022,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,,de R$ 25.001/mês a R$ 30.000/mês,de 4 a 6 anos,,Branca
2022,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,,,,,Parda
2022,35-39,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2022,17-21,Masculino,,Estudante de Graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Python,Branca
2022,40-44,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Estatístico,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,R,Parda
2022,35-39,Masculino,,Graduação/Bacharelado,,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,,Branca
2022,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2022,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Python,Parda
2022,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,SQL,Parda
2022,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,SQL,Parda
2022,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Outra Opção,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Python,Parda
2022,55+,Masculino,,Pós-graduação,Analista de Suporte/Analista Técnico,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Python,Branca
2022,35-39,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Python,Preta
2022,35-39,Masculino,,Pós-graduação,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,R,Branca
2022,35-39,Masculino,,Não tenho graduação formal,Analytics Engineer,Acima de R$ 40.001/mês,de 3 a 4 anos,SQL,Branca
2022,25-29,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Engenheiro de Machine Learning/ML Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Preta
2022,25-29,Masculino,,Graduação/Bacharelado,Analista de Negócios/Business Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,SAS/Stata,Branca
2022,35-39,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Python,Parda
2022,22-24,Masculino,,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,R,Branca
2022,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Parda
2022,30-34,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Analytics Engineer,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,SQL,Preta
2022,22-24,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Python,Amarela
2022,35-39,Masculino,,Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,R,Branca
2022,25-29,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2022,35-39,Masculino,,Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,SQL,Branca
2022,30-34,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2022,35-39,Masculino,,Mestrado,,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,,Branca
2022,25-29,Masculino,,Pós-graduação,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,Python,Branca
2022,22-24,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,SQL,Branca
2022,30-34,Masculino,,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Branca
2022,22-24,Masculino,,Graduação/Bacharelado,,,,,Branca
2022,40-44,Masculino,,Graduação/Bacharelado,Outra Opção,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não utiliza programação,Branca
2022,35-39,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,,Branca
2022,35-39,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,,,,,Branca
2022,25-29,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Branca
2022,35-39,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Python,Branca
2022,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,SQL,Parda
2022,17-21,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SAS/Stata,Branca
2022,22-24,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Python,Parda
2022,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,,Parda
2022,25-29,Masculino,,Estudante de Graduação,Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Não utiliza programação,Branca
2022,22-24,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Estudante de Graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Python,Parda
2022,45-49,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,SQL,Parda
2022,22-24,Masculino,,Estudante de Graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,SQL,Branca
2022,25-29,Masculino,,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Python,Branca
2022,35-39,Masculino,,Pós-graduação,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,SQL,Branca
2022,22-24,Masculino,,Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Branca
2022,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,SQL,Preta
2022,35-39,Masculino,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",Doutorado ou Phd,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Python,Parda
2022,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Python,Parda
2022,30-34,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,SQL,Branca
2022,40-44,Masculino,,Estudante de Graduação,,,,,Branca
2022,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,SQL,Branca
2022,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Analista de Negócios/Business Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,SQL,Parda
2022,30-34,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Outra Opção,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Visual Basic/VBA,Branca
2022,35-39,Masculino,,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Python,Branca
2022,25-29,Masculino,,Não tenho graduação formal,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,SQL,Branca
2022,35-39,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,SQL,Preta
2022,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,,,,,Preta
2022,30-34,Masculino,,Pós-graduação,,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,,Branca
2022,40-44,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Analista de Suporte/Analista Técnico,de R$ 1.001/mês a R$ 2.000/mês,de 7 a 10 anos,Não utiliza programação,Preta
2022,25-29,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Engenheiro de Machine Learning/ML Engineer,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Scala,Parda
2022,30-34,Masculino,,Estudante de Graduação,Outra Opção,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não utiliza programação,Branca
2022,22-24,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Amarela
2022,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,SQL,Branca
2022,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,,Parda
2022,40-44,Masculino,,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Branca
2022,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,Python,Branca
2022,22-24,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Python,Preta
2022,35-39,Masculino,,Mestrado,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,JavaScript,Branca
2022,35-39,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Doutorado ou Phd,Engenheiro de Machine Learning/ML Engineer,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,SQL,Parda
2022,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,R,Branca
2022,35-39,Masculino,,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Python,Branca
2022,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Pós-graduação,Analytics Engineer,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Python,Branca
2022,35-39,Masculino,,Doutorado ou Phd,Professor,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não utiliza programação,Branca
2022,25-29,Masculino,,Estudante de Graduação,Economista,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não utiliza programação,Branca
2022,35-39,Masculino,,Graduação/Bacharelado,,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,,Branca
2022,35-39,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Parda
2022,35-39,Masculino,,Graduação/Bacharelado,,,,,Branca
2022,50-54,Masculino,,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,Python,Branca
2022,55+,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,SQL,Branca
2022,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,,,,,Branca
2022,35-39,Masculino,,Pós-graduação,,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,Branca
2022,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Python,Parda
2022,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,,,,,Preta
2022,22-24,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Parda
2022,25-29,Masculino,,Estudante de Graduação,Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Python,Branca
2022,25-29,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Analista de Negócios/Business Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não utiliza programação,Parda
2022,25-29,Prefiro não informar,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,,Parda
2022,25-29,Masculino,,Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,SQL,Branca
2022,30-34,Masculino,,Mestrado,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Python,Branca
2022,30-34,Masculino,,Pós-graduação,,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,,Branca
2022,25-29,Masculino,,Não tenho graduação formal,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Branca
2022,25-29,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Mestrado,,,,,Preta
2022,17-21,Masculino,,Estudante de Graduação,Outra Opção,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não utiliza programação,Branca
2022,25-29,Masculino,,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,SQL,Preta
2022,17-21,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Analista de BI/BI Analyst,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,SQL,Branca
2022,30-34,Masculino,,Graduação/Bacharelado,,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,,Branca
2022,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Python,Parda
2022,25-29,Masculino,,Estudante de Graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Python,Branca
2022,35-39,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Parda
2022,30-34,Masculino,,Mestrado,,de R$ 30.001/mês a R$ 40.000/mês,Não tenho experiência na área de dados,,Branca
2022,25-29,Masculino,,Mestrado,Engenheiro de Machine Learning/ML Engineer,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2022,40-44,Masculino,,Doutorado ou Phd,,Acima de R$ 40.001/mês,Mais de 10 anos,,Branca
2022,50-54,Masculino,,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Scala,Branca
2022,30-34,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Product Manager/ Product Owner (PM/APM/DPM/GPM/PO),de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,SQL,Branca
2022,30-34,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Mestrado,,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,,Amarela
2022,30-34,Masculino,,Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,SQL,Branca
2022,25-29,Masculino,,Graduação/Bacharelado,,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,,Branca
2022,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Python,Branca
2022,25-29,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Cientista de Dados/Data Scientist,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,R,Branca
2022,17-21,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Product Manager/ Product Owner (PM/APM/DPM/GPM/PO),de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Python,Branca
2022,30-34,Masculino,,Pós-graduação,,,,,Branca
2022,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,,Branca
2022,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Estudante de Graduação,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,R,Parda
2022,25-29,Masculino,,Estudante de Graduação,,,,,Branca
2022,35-39,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Analista de Negócios/Business Analyst,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,SQL,Parda
2022,22-24,Masculino,,Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Branca
2022,30-34,Masculino,,Graduação/Bacharelado,,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,Branca
2022,25-29,Masculino,,Pós-graduação,,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,,Branca
2022,30-34,Masculino,,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Python,Branca
2022,40-44,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,R,Parda
2022,17-21,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Python,Preta
2022,25-29,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Parda
2022,25-29,Masculino,,Graduação/Bacharelado,,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,Branca
2022,25-29,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Branca
2022,30-34,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,SQL,Branca
2022,25-29,Masculino,,Mestrado,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Python,Branca
2022,50-54,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,,Parda
2022,30-34,Feminino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,SQL,Branca
2022,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Mestrado,Product Manager/ Product Owner (PM/APM/DPM/GPM/PO),de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,SQL,Parda
2022,22-24,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Graduação/Bacharelado,,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,Parda
2022,22-24,Masculino,,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Python,Branca
2022,22-24,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Analista de BI/BI Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,SQL,Parda
2022,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 30.001/mês a R$ 40.000/mês,de 1 a 2 anos,Python,Branca
2022,25-29,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,,,,,Parda
2022,25-29,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,SQL,Branca
2022,40-44,Masculino,,Graduação/Bacharelado,,,,,Branca
2022,30-34,Feminino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Graduação/Bacharelado,Analista de Negócios/Business Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,SQL,Prefiro não informar
2022,50-54,Masculino,,Mestrado,,Acima de R$ 40.001/mês,Mais de 10 anos,,Branca
2022,40-44,Masculino,Não acredito que minha experiência profissional seja afetada devido a esses fatores,Pós-graduação,Cientista de Dados/Data Scientist,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,R,Amarela
2022,22-24,Masculino,,Estudante de Graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Python,Branca
2022,25-29,Masculino,,Graduação/Bacharelado,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Python,Branca
2022,30-34,Masculino,,Doutorado ou Phd,,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,,Branca
2022,35-39,Masculino,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Pós-graduação,,Acima de R$ 40.001/mês,Mais de 10 anos,,Outra
